UserId,ContinentId,RegionId,CountryId,CityId
1360,5,12,28,46
1361,1,2,5,12
1362,3,7,17,31
1363,3,7,17,32
1364,2,5,13,24
1365,4,11,25,42
1366,1,1,2,6
1367,1,2,5,11
1368,1,2,5,12
1369,1,1,3,7
1370,1,2,6,14
1371,1,3,7,15
1372,3,8,19,36
1373,1,3,7,15
1374,4,11,25,42
1375,3,8,20,37
1376,4,11,26,43
1377,1,1,2,5
1378,5,13,29,47
1379,2,6,16,29
1380,5,13,29,47
1381,1,3,8,17
1382,5,12,27,45
1383,2,6,15,28
1384,1,1,1,4
1385,2,4,10,20
1386,1,1,3,7
1387,5,12,27,45
1388,1,3,7,15
1389,1,2,5,11
1390,2,6,14,26
1391,2,4,10,20
1392,1,1,2,5
1393,4,9,22,39
1394,4,10,23,40
1395,3,7,18,35
1396,2,6,16,29
1397,2,4,9,19
1398,2,6,14,26
1399,2,6,14,25
1400,1,2,4,8
1401,1,1,1,4
1402,1,2,5,12
1403,2,4,11,22
1404,1,2,4,8
1405,1,1,2,6
1406,4,10,24,41
1407,2,4,9,18
1408,2,6,15,28
1409,2,6,14,25
1410,3,7,18,35
1411,3,7,18,35
1412,1,2,6,14
1413,4,10,23,40
1414,2,4,9,18
1415,4,10,23,40
1416,2,4,10,20
1417,1,1,2,6
1418,3,8,19,36
1419,1,1,1,2
1420,3,8,20,37
1421,1,1,1,3
1422,1,2,4,10
1423,2,6,16,29
1424,5,12,27,45
1425,2,4,10,20
1426,1,1,2,6
1427,1,2,5,11
1428,4,11,26,43
1429,3,7,18,35
1430,1,1,2,5
1431,2,4,9,19
1432,1,2,6,13
1433,1,2,4,9
1434,4,10,23,40
1435,2,6,16,30
1436,1,2,4,9
1437,3,7,17,31
1438,2,4,10,20
1439,1,1,1,3
1440,2,4,11,22
1441,1,2,4,9
1442,1,2,5,12
1443,4,11,25,42
1444,3,7,18,34
1445,1,1,3,7
1446,4,10,24,41
1447,2,6,15,27
1448,4,11,25,42
1449,3,8,19,36
1450,1,3,7,16
1451,2,6,14,26
1452,2,6,14,25
1453,3,7,18,34
1454,1,2,5,12
1455,1,3,7,16
1456,1,2,5,12
1457,1,2,6,14
1458,1,2,4,8
1459,1,1,1,2
1460,5,12,27,45
1461,1,1,1,4
1462,4,11,25,42
1463,1,1,1,1
1464,3,8,20,37
1465,1,3,7,16
1466,2,6,14,25
1467,1,2,6,14
1468,2,5,13,24
1469,2,4,11,22
1470,2,6,14,25
1471,2,4,9,19
1472,2,6,14,26
1473,4,9,22,39
1474,2,4,10,21
1475,1,3,8,17
1476,1,1,3,7
1477,1,3,8,17
1478,1,1,2,6
1479,1,2,4,9
1480,5,12,27,45
1481,1,1,2,5
1482,2,5,12,23
1483,4,10,23,40
1484,5,12,27,45
1485,1,1,3,7
1486,1,2,4,8
1487,2,4,9,18
1488,2,6,15,27
1489,5,12,28,46
1490,1,2,4,10
1491,1,2,4,8
1492,1,2,5,12
1493,4,11,25,42
1494,1,1,1,2
1495,2,4,9,18
1496,1,1,2,6
1497,1,2,4,8
1498,5,12,27,44
1499,1,1,1,1
1500,1,3,7,16
1501,5,12,27,44
1502,2,6,16,29
1503,1,1,1,4
1504,2,4,11,22
1505,5,12,28,46
1506,2,4,9,19
1507,2,6,14,25
1508,2,6,14,25
1509,3,7,17,32
1510,1,2,4,9
1511,4,10,23,40
1512,5,13,29,47
1513,1,1,3,7
1514,4,9,22,39
1515,4,9,22,39
1516,3,7,18,35
1517,2,4,9,18
1518,2,5,12,23
1519,4,10,23,40
1520,1,2,4,8
1521,4,9,22,39
1522,5,12,27,44
1523,3,7,17,33
1524,1,3,8,17
1525,2,6,15,27
1526,1,1,1,3
1527,5,12,27,44
1528,1,3,8,17
1529,1,1,1,3
1530,4,9,21,38
1531,3,7,17,31
1532,2,6,16,30
1533,1,1,1,3
1534,3,8,19,36
1535,2,6,16,30
1536,4,9,21,38
1537,4,9,22,39
1538,1,2,4,10
1539,1,2,4,10
1540,5,12,27,44
1541,2,6,14,25
1542,2,4,10,21
1543,1,2,6,14
1544,3,7,17,31
1545,3,8,19,36
1546,1,1,1,1
1547,2,6,14,26
1548,5,13,29,47
1549,1,2,6,14
1550,1,2,6,14
1551,4,11,25,42
1552,1,1,1,3
1553,2,4,9,19
1554,2,4,11,22
1555,4,9,21,38
1556,1,1,3,7
1557,2,4,10,21
1558,1,2,4,8
1559,4,9,21,38
1560,2,6,16,30
1561,2,5,13,24
1562,2,4,9,19
1563,1,2,4,8
1564,5,12,27,44
1565,3,7,17,31
1566,1,3,7,16
1567,2,4,10,20
1568,3,7,18,35
1569,3,7,18,34
1570,2,4,11,22
1571,1,3,7,15
1572,3,7,17,32
1573,3,7,17,31
1574,2,6,16,29
1575,1,1,1,4
1576,2,5,12,23
1577,2,6,16,29
1578,5,12,27,45
1579,2,6,14,25
1580,1,3,8,17
1581,2,6,15,27
1582,1,2,4,9
1583,1,1,2,5
1584,3,7,17,32
1585,5,13,29,47
1586,4,10,23,40
1587,2,6,15,28
1588,1,1,1,2
1589,5,13,29,47
1590,2,4,11,22
1591,1,2,6,14
1592,4,11,25,42
1593,3,8,19,36
1594,3,8,19,36
1595,1,2,6,14
1596,5,13,29,47
1597,2,4,11,22
1598,2,6,14,25
1599,3,8,19,36
1600,3,7,17,32
1601,1,2,4,9
1602,1,3,7,15
1603,1,3,8,17
1604,5,12,27,45
1605,3,7,18,34
1606,2,4,9,18
1607,3,7,18,35
1608,3,7,18,35
1609,2,4,9,19
1610,2,4,9,19
1611,4,11,26,43
1612,2,6,15,27
1613,1,2,4,8
1614,3,7,18,34
1615,2,6,15,28
1616,2,5,13,24
1617,3,7,18,35
1618,4,11,26,43
1619,1,3,7,16
1620,2,4,10,20
1621,1,2,4,9
1622,3,7,17,31
1623,2,4,9,19
1624,1,3,8,17
1625,3,7,17,33
1626,2,4,10,20
1627,2,4,11,22
1628,2,4,10,21
1629,1,2,6,13
1630,1,1,2,6
1631,4,9,22,39
1632,1,1,2,5
1633,1,3,7,16
1634,3,7,17,32
1635,1,1,3,7
1636,3,7,17,31
1637,3,7,18,35
1638,3,7,17,32
1639,1,3,7,15
1640,1,1,1,1
1641,4,11,25,42
1642,1,3,7,16
1643,4,9,21,38
1644,1,2,4,10
1645,1,2,4,8
1646,3,8,20,37
1647,5,12,27,45
1648,4,10,24,41
1649,3,8,19,36
1650,1,2,5,12
1651,4,11,26,43
1652,3,7,17,32
1653,1,2,4,9
1654,1,1,3,7
1655,4,10,24,41
1656,1,2,6,13
1657,3,8,19,36
1658,1,1,3,7
1659,1,2,6,14
1660,1,2,6,14
1661,1,2,6,14
1662,3,7,17,32
1663,4,11,26,43
1664,4,11,26,43
1665,3,7,18,35
1666,1,2,4,10
1667,5,12,28,46
1668,2,6,14,26
1669,2,6,14,26
1670,3,7,17,33
1671,3,8,20,37
1672,5,12,27,45
1673,2,6,15,28
1674,2,6,16,29
1675,3,8,19,36
1676,1,2,5,12
1677,1,3,7,15
1678,2,6,16,30
1679,1,1,1,4
1680,1,3,7,16
1681,3,7,18,34
1682,5,12,28,46
1683,2,6,14,25
1684,2,4,9,19
1685,2,4,10,21
1686,3,7,17,33
1687,2,6,14,26
1688,1,1,1,2
1689,2,6,14,26
1690,2,4,9,19
1691,3,7,17,33
1692,4,11,25,42
1693,5,12,28,46
1694,2,6,16,29
1695,2,4,9,18
1696,2,4,10,21
1697,1,2,4,9
1698,5,12,27,44
1699,4,10,23,40
1700,4,10,24,41
1701,1,3,7,16
1702,1,3,7,16
1703,4,10,24,41
1704,2,6,14,26
1705,3,7,18,34
1706,2,5,13,24
1707,2,4,10,21
1708,2,6,16,30
1709,4,9,22,39
1710,1,3,7,16
1711,4,9,22,39
1712,1,2,5,12
1713,2,4,9,19
1714,4,11,26,43
1715,5,12,27,45
1716,5,12,27,44
1717,1,3,7,15
1718,4,10,23,40
1719,5,12,27,44
1720,5,12,28,46
1721,1,1,1,1
1722,3,8,19,36
1723,5,13,29,47
1724,3,8,19,36
1725,1,2,5,11
1726,3,8,19,36
1727,1,1,2,5
1728,2,5,12,23
1729,2,6,16,30
1730,2,4,11,22
1731,3,7,17,33
1732,1,2,5,12
1733,2,6,16,29
1734,3,7,17,31
1735,2,6,16,30
1736,1,2,6,14
1737,1,3,7,15
1738,1,2,6,13
1739,2,4,11,22
1740,2,6,15,28
1741,2,4,9,18
1742,2,4,10,20
1743,1,2,6,14
1744,1,2,5,11
1745,3,7,17,31
1746,4,9,22,39
1747,1,2,6,14
1748,4,10,24,41
1749,2,6,15,27
1750,1,2,4,8
1751,2,4,9,18
1752,1,1,1,1
1753,1,1,1,2
1754,1,3,7,16
1755,2,4,11,22
1756,4,9,21,38
1757,1,1,3,7
1758,4,10,23,40
1759,1,2,5,12
1760,1,1,3,7
1761,3,7,17,33
1762,3,8,20,37
1763,2,6,16,29
1764,1,1,2,6
1765,1,1,2,6
1766,2,4,9,19
1767,2,4,11,22
1768,5,13,29,47
1769,1,2,6,14
1770,1,2,4,10
1771,5,12,27,45
1772,1,2,4,8
1773,1,1,1,2
1774,2,4,10,20
1775,2,4,9,19
1776,2,6,16,30
1777,4,11,25,42
1778,5,12,27,44
1779,1,2,6,14
1780,5,13,29,47
1781,2,6,16,30
1782,1,1,1,4
1783,5,12,27,45
1784,1,1,3,7
1785,2,6,15,28
1786,4,9,21,38
1787,1,2,5,12
1788,1,2,6,13
1789,2,5,12,23
1790,4,11,25,42
1791,1,2,5,11
1792,3,7,17,32
1793,2,4,11,22
1794,1,1,2,6
1795,3,7,18,34
1796,4,10,23,40
1797,2,6,15,28
1798,1,2,4,9
1799,1,2,4,8
1800,2,4,10,20
1801,2,5,13,24
1802,2,6,14,26
1803,1,2,5,12
1804,2,5,13,24
1805,1,2,6,14
1806,3,7,17,33
1807,4,9,21,38
1808,3,7,17,31
1809,1,1,1,1
1810,5,13,29,47
1811,1,1,1,2
1812,5,13,29,47
1813,1,1,1,2
1814,2,6,14,25
1815,1,1,2,5
1816,1,1,2,5
1817,3,7,17,33
1818,3,7,18,35
1819,1,1,2,6
1820,5,12,28,46
1821,1,3,7,16
1822,1,3,7,15
1823,1,2,6,14
1824,2,4,11,22
1825,1,2,4,9
1826,2,4,10,20
1827,1,2,4,10
1828,1,1,1,3
1829,2,4,9,18
1830,3,7,17,32
1831,3,8,19,36
1832,1,3,8,17
1833,1,3,7,16
1834,4,9,21,38
1835,3,7,17,33
1836,4,10,23,40
1837,4,11,26,43
1838,4,9,22,39
1839,5,12,27,45
1840,2,4,10,20
1841,2,4,9,19
1842,1,3,7,16
1843,1,2,5,12
1844,3,8,19,36
1845,3,7,18,34
1846,4,9,21,38
1847,1,2,4,8
1848,2,5,13,24
1849,1,2,5,11
1850,4,11,25,42
1851,1,2,6,13
1852,1,1,3,7
1853,2,6,15,27
1854,4,11,25,42
1855,5,12,27,44
1856,1,1,2,5
1857,1,3,7,16
1858,1,2,4,8
1859,1,3,7,15
1860,2,6,14,26
1861,1,2,6,14
1862,1,1,1,4
1863,2,5,13,24
1864,1,1,1,3
1865,1,2,5,11
1866,1,1,1,1
1867,1,1,2,5
1868,2,4,10,21
1869,4,10,23,40
1870,3,8,20,37
1871,1,1,2,5
1872,1,1,1,2
1873,1,3,7,16
1874,3,7,17,31
1875,3,8,19,36
1876,4,9,22,39
1877,1,3,8,17
1878,1,2,4,8
1879,1,1,1,2
1880,1,1,3,7
1881,1,1,1,4
1882,4,10,24,41
1883,1,2,6,13
1884,4,9,22,39
1885,2,6,14,26
1886,2,6,14,26
1887,2,4,11,22
1888,4,9,22,39
1889,1,1,1,3
1890,1,1,2,5
1891,2,4,10,20
1892,2,4,9,19
1893,2,6,14,26
1894,3,7,18,35
1895,2,6,15,28
1896,1,2,6,13
1897,1,3,7,16
1898,3,8,19,36
1899,1,2,4,10
1900,2,5,13,24
1901,2,6,14,26
1902,3,8,19,36
1903,3,7,18,34
1904,2,4,11,22
1905,1,3,7,15
1906,2,4,9,18
1907,2,4,10,20
1908,1,2,5,11
1909,2,6,16,30
1910,1,2,4,10
1911,3,7,17,31
1912,3,8,19,36
1913,5,12,28,46
1914,1,1,2,6
1915,3,8,19,36
1916,1,1,2,5
1917,1,3,7,16
1918,1,2,4,9
1919,1,2,4,8
1920,1,2,4,9
1921,1,1,1,3
1922,4,9,22,39
1923,1,1,1,3
1924,2,4,9,19
1925,3,7,17,33
1926,5,13,29,47
1927,4,10,24,41
1928,1,1,3,7
1929,5,13,29,47
1930,3,7,17,31
1931,1,2,4,9
1932,2,4,11,22
1933,5,12,27,44
1934,2,4,9,19
1935,1,2,4,9
1936,4,11,25,42
1937,5,12,27,45
1938,5,12,28,46
1939,5,12,27,45
1940,4,11,25,42
1941,2,4,11,22
1942,1,2,4,10
1943,2,6,16,30
1944,1,2,5,11
1945,2,5,12,23
1946,3,7,17,31
1947,5,12,27,45
1948,1,2,6,14
1949,1,2,5,12
1950,3,7,18,35
1951,1,1,1,1
1952,2,6,15,27
1953,3,8,19,36
1954,2,6,14,26
1955,2,4,9,19
1956,4,9,22,39
1957,2,4,9,18
1958,3,7,18,34
1959,2,4,11,22
1960,1,1,1,2
1961,2,6,14,25
1962,1,1,1,3
1963,5,12,27,44
1964,2,6,16,29
1965,2,4,9,18
1966,2,5,12,23
1967,2,6,16,30
1968,1,2,6,13
1969,1,2,6,14
1970,2,4,10,20
1971,1,2,6,13
1972,3,8,19,36
1973,1,1,2,5
1974,4,9,22,39
1975,1,3,8,17
1976,2,6,15,27
1977,1,2,4,8
1978,2,4,9,19
1979,3,8,19,36
1980,1,2,6,13
1981,1,1,3,7
1982,2,6,14,25
1983,1,2,4,8
1984,1,3,7,15
1985,2,4,11,22
1986,2,6,15,27
1987,3,7,17,31
1988,3,7,17,32
1989,4,10,23,40
1990,1,1,1,4
1991,2,4,9,18
1992,1,1,1,1
1993,1,1,1,1
1994,1,2,4,10
1995,2,6,16,29
1996,4,11,26,43
1997,3,8,20,37
1998,3,7,17,31
1999,3,8,20,37
2000,1,2,4,9
