TransactionId,UserId,VisitYear,VisitMonth,VisitModeId,AttractionId,Rating
2224,1737,2021,8,3,14,4.0
2225,1665,2020,4,2,132,3.0
2226,740,2020,7,1,78,5.0
2227,1112,2023,8,5,108,3.0
2228,1136,2020,10,2,109,3.0
2229,1307,2023,7,3,16,3.0
2230,139,2021,1,1,94,4.0
2231,650,2022,12,3,130,5.0
2232,341,2019,7,2,68,4.0
2233,1395,2020,2,4,130,4.0
2234,139,2024,2,1,142,4.0
2235,1034,2023,1,2,82,3.0
2236,1456,2019,3,4,16,4.0
2237,1897,2024,4,2,93,4.0
2238,577,2024,12,1,133,3.0
2239,16,2019,10,4,87,2.0
2240,1448,2020,1,5,121,3.0
2241,4,2020,5,2,81,3.0
2242,133,2024,4,3,63,4.0
2243,1981,2024,6,2,142,3.0
2244,1726,2023,2,3,23,2.0
2245,1416,2020,4,4,68,4.0
2246,1672,2024,7,3,24,2.0
2247,151,2024,7,2,99,3.0
2248,178,2024,11,2,139,4.0
2249,602,2021,12,3,150,4.0
2250,48,2023,5,3,36,4.0
2251,1777,2023,10,3,110,5.0
2252,113,2019,11,1,132,4.0
2253,1089,2022,5,2,126,4.0
2254,1708,2022,6,4,76,4.0
2255,1470,2022,8,1,27,3.0
2256,470,2021,11,4,70,3.0
2257,941,2023,10,3,117,3.0
2258,1097,2024,11,4,93,4.0
2259,1536,2022,10,2,59,4.0
2260,853,2024,3,2,33,2.0
2261,571,2023,3,5,98,3.0
2262,1592,2020,11,3,65,3.0
2263,1773,2023,6,1,71,3.0
2264,978,2023,3,5,141,3.0
2265,57,2024,4,2,2,4.0
2266,1002,2021,6,4,36,5.0
2267,1779,2019,7,1,138,3.0
2268,1979,2023,3,4,139,3.0
2269,803,2022,4,5,46,4.0
2270,301,2022,5,2,150,4.0
2271,1145,2023,3,1,32,2.0
2272,1662,2022,12,3,8,2.0
2273,1891,2019,1,2,47,3.0
2274,104,2024,10,3,80,4.0
2275,582,2020,4,3,1,5.0
2276,956,2020,7,1,26,3.0
2277,197,2023,4,5,119,3.0
2278,1773,2023,12,4,94,5.0
2279,225,2022,12,2,91,3.0
2280,1331,2023,5,3,149,4.0
2281,1838,2019,1,4,35,3.0
2282,1371,2020,3,3,135,4.0
2283,1527,2020,9,5,54,3.0
2284,527,2021,10,1,139,4.0
2285,1655,2021,1,2,118,2.0
2286,838,2019,1,3,33,3.0
2287,123,2023,6,1,32,4.0
2288,734,2022,10,2,82,3.0
2289,700,2021,10,3,76,3.0
2290,1043,2024,1,2,36,4.0
2291,530,2021,12,2,40,4.0
2292,925,2019,4,2,135,4.0
2293,856,2024,3,1,114,4.0
2294,654,2019,5,2,29,2.0
2295,1393,2019,10,1,109,3.0
2296,611,2021,4,5,24,3.0
2297,1532,2022,8,2,67,4.0
2298,502,2020,3,1,2,4.0
2299,1730,2024,2,5,98,1.0
2300,731,2020,2,4,28,2.0
2301,82,2024,6,2,36,2.0
2302,300,2022,1,4,29,2.0
2303,1613,2020,7,4,28,3.0
2304,1745,2021,10,4,12,5.0
2305,424,2019,7,3,84,2.0
2306,1205,2024,6,3,131,5.0
2307,1149,2022,3,5,46,4.0
2308,268,2021,2,3,117,4.0
2309,904,2023,2,4,82,4.0
2310,1388,2022,1,1,39,2.0
2311,1935,2022,7,4,10,3.0
2312,1696,2021,4,5,118,2.0
2313,196,2021,8,1,4,4.0
2314,476,2020,5,2,64,3.0
2315,874,2023,4,4,6,4.0
2316,302,2021,6,4,117,3.0
2317,1142,2021,5,4,149,5.0
2318,18,2023,2,5,49,3.0
2319,228,2022,1,1,48,3.0
2320,95,2024,12,3,85,4.0
2321,591,2020,2,3,76,3.0
2322,1525,2019,4,2,58,4.0
2323,355,2021,5,2,55,4.0
2324,1975,2022,6,3,29,3.0
2325,540,2023,9,3,38,
2326,90,2022,9,3,88,4.0
2327,671,2024,8,3,111,4.0
2328,1497,2019,4,3,113,4.0
2329,214,2022,12,2,78,3.0
2330,144,2023,1,2,113,2.0
2331,1699,2022,4,3,89,3.0
2332,1185,2020,5,3,54,2.0
2333,687,2023,5,4,54,3.0
2334,1513,2024,7,3,78,3.0
2335,1689,2020,1,4,47,5.0
2336,719,2022,11,5,115,3.0
2337,1123,2023,2,3,28,5.0
2338,22,2019,5,3,9,4.0
2339,613,2019,7,5,74,2.0
2340,1191,2023,11,2,11,4.0
2341,395,2023,7,4,29,4.0
2342,1983,2019,7,3,57,2.0
2343,1943,2022,3,3,1,4.0
2344,516,2023,9,4,34,5.0
2345,793,2024,7,2,82,2.0
2346,379,2023,1,1,57,3.0
2347,1008,2020,6,2,135,4.0
2348,248,2022,11,4,15,3.0
2349,782,2023,11,2,108,5.0
2350,1111,2020,3,3,89,4.0
2351,1224,2019,9,2,97,4.0
2352,1193,2021,4,3,101,4.0
2353,443,2023,10,3,8,2.0
2354,1585,2022,7,2,119,3.0
2355,1384,2022,4,2,50,5.0
2356,1507,2022,12,2,98,3.0
2357,936,2024,3,1,45,4.0
2358,1786,2022,5,3,60,3.0
2359,780,2019,12,3,106,3.0
2360,1612,2021,3,1,141,3.0
2361,408,2020,3,2,132,4.0
2362,495,2023,12,3,109,4.0
2363,1054,2024,6,5,81,4.0
2364,1112,2023,10,3,80,4.0
2365,1493,2020,2,5,145,2.0
2366,595,2023,8,3,32,3.0
2367,1746,2019,2,4,144,4.0
2368,660,2020,5,1,98,3.0
2369,1069,2020,3,3,93,4.0
2370,1864,2021,6,2,89,3.0
2371,1079,2020,5,4,122,3.0
2372,1364,2021,12,4,103,4.0
2373,1818,2019,8,4,15,5.0
2374,1950,2023,1,1,118,5.0
2375,999,2021,6,3,110,3.0
2376,834,2023,10,4,138,4.0
2377,394,2019,6,1,141,4.0
2378,1075,2024,8,2,143,4.0
2379,1837,2022,7,3,7,3.0
2380,975,2020,12,2,95,5.0
2381,697,2023,8,1,141,3.0
2382,215,2023,7,4,145,2.0
2383,780,2023,12,5,83,4.0
2384,474,2024,4,2,137,3.0
2385,1954,2024,10,5,133,5.0
2386,1056,2019,10,4,1,3.0
2387,274,2020,5,3,133,5.0
2388,135,2019,12,4,96,4.0
2389,1702,2019,4,5,87,2.0
2390,1863,2019,11,4,27,4.0
2391,1527,2023,1,2,138,3.0
2392,248,2022,4,2,45,5.0
2393,197,2019,4,3,63,3.0
2394,396,2021,5,2,45,2.0
2395,1503,2019,6,1,146,1.0
2396,1531,2020,10,3,73,3.0
2397,1676,2019,6,2,18,4.0
2398,194,2022,8,1,2,3.0
2399,307,2019,2,4,148,4.0
2400,1801,2023,1,1,36,4.0
2401,1858,2024,5,3,116,2.0
2402,1452,2024,2,3,5,3.0
2403,213,2023,2,5,135,3.0
2404,138,2023,2,2,98,4.0
2405,112,2024,4,2,34,2.0
2406,1384,2024,3,3,134,4.0
2407,1692,2020,2,3,45,2.0
2408,1264,2022,4,4,150,4.0
2409,525,2020,4,2,90,4.0
2410,1515,2024,12,2,68,4.0
2411,119,2019,8,1,9,5.0
2412,1657,2021,9,4,40,3.0
2413,1784,2021,9,2,9,2.0
2414,1437,2024,1,2,128,5.0
2415,1759,2020,6,3,16,4.0
2416,1173,2024,8,2,17,4.0
2417,937,2021,12,1,19,5.0
2418,645,2023,6,2,147,2.0
2419,1844,2022,4,4,146,3.0
2420,1395,2021,10,3,108,3.0
2421,381,2020,3,3,12,4.0
2422,1914,2020,11,3,76,2.0
2423,119,2022,5,5,143,3.0
2424,1176,2020,1,1,15,4.0
2425,382,2024,5,2,120,3.0
2426,1329,2019,12,4,3,1.0
2427,826,2020,6,3,121,4.0
2428,875,2019,1,5,82,3.0
2429,1344,2024,5,3,134,5.0
2430,1513,2021,9,4,63,3.0
2431,761,2019,1,3,118,3.0
2432,1996,2019,11,1,127,4.0
2433,997,2024,10,5,49,2.0
2434,321,2024,10,3,97,5.0
2435,13,2020,10,1,70,2.0
2436,405,2022,2,2,65,3.0
2437,1383,2020,10,2,120,4.0
2438,1079,2024,3,2,34,4.0
2439,676,2023,2,1,18,4.0
2440,963,2021,1,2,73,3.0
2441,1677,2024,2,4,124,4.0
2442,1144,2020,2,3,25,3.0
2443,117,2024,11,2,52,2.0
2444,99,2020,1,1,101,4.0
2445,965,2024,8,4,72,3.0
2446,809,2024,1,4,91,3.0
2447,1702,2022,12,1,80,4.0
2448,1166,2019,7,5,122,4.0
2449,1514,2023,7,2,132,2.0
2450,1171,2023,1,2,68,4.0
2451,691,2024,11,2,65,4.0
2452,1315,2020,6,5,42,4.0
2453,1243,2020,2,4,67,4.0
2454,1441,2021,9,3,126,5.0
2455,379,2021,12,3,76,5.0
2456,1284,2019,1,2,104,2.0
2457,571,2019,3,2,63,2.0
2458,1581,2021,8,2,107,5.0
2459,1598,2024,1,4,107,5.0
2460,1250,2019,10,3,80,5.0
2461,1894,2020,8,3,141,3.0
2462,1076,2024,7,5,132,3.0
2463,51,2019,4,2,24,2.0
2464,1213,2019,6,1,35,4.0
2465,1556,2024,1,2,144,3.0
2466,203,2020,9,5,61,3.0
2467,210,2020,8,1,47,4.0
2468,547,2019,7,1,120,3.0
2469,1689,2021,10,2,91,4.0
2470,1055,2024,7,5,20,4.0
2471,1953,2024,5,2,14,4.0
2472,1746,2022,10,3,122,3.0
2473,1110,2023,12,4,115,2.0
2474,1359,2022,11,3,53,4.0
2475,663,2023,7,1,130,5.0
2476,181,2022,5,1,19,4.0
2477,798,2020,2,2,131,4.0
2478,1185,2024,5,4,12,5.0
2479,365,2024,10,4,96,4.0
2480,444,2019,10,2,127,3.0
2481,30,2019,2,2,93,4.0
2482,1469,2023,7,1,117,4.0
2483,1799,2019,9,3,52,2.0
2484,1655,2023,9,2,44,4.0
2485,760,2024,11,5,40,2.0
2486,1187,2019,1,2,18,3.0
2487,1922,2023,6,1,42,4.0
2488,1183,2019,2,3,38,4.0
2489,592,2020,9,5,114,1.0
2490,678,2022,7,2,32,3.0
2491,1455,2023,6,4,25,5.0
2492,893,2019,10,3,110,5.0
2493,1675,2019,11,3,81,5.0
2494,1729,2020,4,3,33,4.0
2495,72,2023,10,4,106,5.0
2496,1447,2021,12,3,33,3.0
2497,740,2020,1,2,118,3.0
2498,1040,2019,10,4,5,4.0
2499,530,2024,2,1,89,4.0
2500,737,2023,10,2,90,4.0
2501,661,2024,9,2,56,1.0
2502,101,2021,11,3,104,3.0
2503,1566,2023,7,4,57,4.0
2504,287,2022,4,3,99,3.0
2505,752,2022,9,3,34,4.0
2506,387,2021,4,1,86,4.0
2507,322,2022,1,5,114,4.0
2508,747,2021,2,2,145,4.0
2509,1838,2022,11,1,55,5.0
2510,1889,2021,5,4,71,4.0
2511,764,2024,2,4,72,2.0
2512,1011,2024,1,2,130,4.0
2513,1972,2021,1,3,145,4.0
2514,470,2021,10,4,97,4.0
2515,1890,2023,2,1,124,4.0
2516,212,2022,10,5,13,4.0
2517,452,2020,7,2,114,3.0
2518,677,2024,3,3,122,3.0
2519,75,2023,11,1,108,5.0
2520,1632,2022,6,1,88,3.0
2521,1711,2023,5,1,135,4.0
2522,767,2020,9,2,99,3.0
2523,1673,2023,8,5,127,2.0
2524,1546,2019,9,3,28,4.0
2525,1603,2023,8,2,100,4.0
2526,1606,2022,12,3,66,4.0
2527,1147,2022,5,2,131,3.0
2528,222,2023,3,3,133,4.0
2529,1847,2020,2,3,127,3.0
2530,1218,2023,3,2,33,4.0
2531,1803,2019,10,3,74,5.0
2532,1919,2023,11,2,1,2.0
2533,375,2023,4,4,147,5.0
2534,805,2019,2,3,39,5.0
2535,385,2023,9,2,94,5.0
2536,102,2023,10,2,74,4.0
2537,1933,2022,1,2,136,4.0
2538,1847,2022,2,5,124,2.0
2539,1864,2019,5,4,117,4.0
2540,1768,2024,6,5,97,4.0
2541,1298,2024,2,4,18,3.0
2542,1045,2023,8,5,138,4.0
2543,1983,2019,6,2,10,4.0
2544,1105,2021,10,3,69,2.0
2545,1285,2023,12,2,57,4.0
2546,424,2023,2,4,59,3.0
2547,1494,2024,6,5,147,4.0
2548,1639,2022,10,4,35,3.0
2549,1358,2023,1,4,87,2.0
2550,998,2021,11,4,33,3.0
2551,396,2023,5,1,137,3.0
2552,68,2022,10,3,111,3.0
2553,1255,2023,8,4,63,3.0
2554,1367,2020,12,3,13,4.0
2555,1546,2020,2,3,23,2.0
2556,1901,2019,11,2,37,4.0
2557,995,2023,7,2,61,2.0
2558,1659,2023,10,5,133,3.0
2559,1433,2020,10,4,18,3.0
2560,555,2021,7,3,87,4.0
2561,1691,2022,6,1,53,4.0
2562,107,2023,10,1,7,3.0
2563,1198,2020,7,3,93,4.0
2564,1881,2021,12,1,106,1.0
2565,1318,2020,9,1,144,4.0
2566,1875,2023,8,1,77,5.0
2567,113,2024,7,2,49,3.0
2568,1065,2023,3,1,129,4.0
2569,1562,2023,9,4,38,3.0
2570,1285,2023,3,3,103,4.0
2571,1762,2024,8,3,142,4.0
2572,926,2021,10,5,1,3.0
2573,1366,2020,6,3,139,3.0
2574,840,2024,12,4,31,4.0
2575,1745,2019,2,2,73,4.0
2576,239,2021,3,2,39,2.0
2577,509,2023,4,2,22,3.0
2578,194,2023,12,5,106,4.0
2579,1405,2023,7,5,73,3.0
2580,466,2021,4,3,77,4.0
2581,635,2024,12,4,73,4.0
2582,1674,2020,5,2,113,2.0
2583,721,2019,4,3,145,2.0
2584,292,2022,11,2,77,5.0
2585,42,2020,2,3,24,3.0
2586,454,2021,12,2,50,4.0
2587,1830,2021,1,3,75,5.0
2588,1098,2020,7,3,16,4.0
2589,1990,2024,7,3,35,3.0
2590,431,2021,12,2,31,3.0
2591,703,2023,12,3,146,3.0
2592,327,2019,11,2,61,4.0
2593,797,2024,11,1,132,4.0
2594,1127,2024,11,3,83,5.0
2595,1617,2019,7,1,76,2.0
2596,737,2022,11,3,141,5.0
2597,1544,2022,10,2,104,4.0
2598,1253,2020,5,3,36,3.0
2599,584,2023,11,3,43,4.0
2600,1825,2023,1,1,100,3.0
2601,869,2024,2,2,1,3.0
2602,302,2022,2,3,23,5.0
2603,1926,2023,7,4,12,4.0
2604,1827,2023,1,1,108,5.0
2605,100,2023,3,1,67,3.0
2606,1805,2022,3,4,2,4.0
2607,1895,2023,3,2,112,4.0
2608,1659,2019,1,2,99,4.0
2609,510,2022,3,2,108,4.0
2610,1263,2020,4,5,25,4.0
2611,1077,2021,10,3,132,4.0
2612,1241,2023,8,2,28,2.0
2613,1233,2019,4,3,86,5.0
2614,1279,2023,2,2,84,
2615,1029,2020,7,2,33,2.0
2616,1381,2023,4,5,57,3.0
2617,1054,2023,9,3,8,4.0
2618,33,2019,3,3,71,3.0
2619,71,2020,12,4,102,5.0
2620,1917,2023,2,2,47,2.0
2621,1819,2021,11,1,81,3.0
2622,1172,2021,9,2,144,1.0
2623,350,2019,9,4,36,3.0
2624,1563,2023,11,2,44,3.0
2625,287,2019,6,3,18,5.0
2626,755,2020,9,1,82,5.0
2627,660,2021,7,1,31,3.0
2628,25,2023,9,3,129,4.0
2629,1615,2021,7,2,44,4.0
2630,1020,2024,12,4,100,5.0
2631,633,2022,4,5,29,3.0
2632,1015,2020,9,5,49,3.0
2633,1,2020,2,3,26,3.0
2634,874,2023,1,2,83,2.0
2635,1040,2021,9,3,5,5.0
2636,680,2022,3,1,13,3.0
2637,1661,2021,1,5,76,3.0
2638,500,2020,8,3,82,5.0
2639,276,2022,8,2,50,3.0
2640,1056,2020,8,4,65,5.0
2641,1775,2024,6,2,63,2.0
2642,751,2023,10,4,114,4.0
2643,94,2023,1,3,67,3.0
2644,1940,2020,2,4,128,2.0
2645,889,2019,5,5,33,3.0
2646,346,2019,12,2,30,3.0
2647,1232,2024,9,3,61,3.0
2648,640,2024,7,2,13,4.0
2649,1876,2023,12,4,101,3.0
2650,588,2022,12,3,59,2.0
2651,1101,2020,2,5,55,4.0
2652,1087,2023,7,4,81,4.0
2653,485,2022,12,2,13,2.0
2654,999,2022,3,1,57,4.0
2655,219,2019,2,3,146,3.0
2656,1288,2022,5,2,95,3.0
2657,1517,2023,12,2,87,3.0
2658,1901,2023,3,3,76,5.0
2659,652,2019,8,3,71,4.0
2660,571,2019,4,3,141,5.0
2661,1098,2024,9,2,140,4.0
2662,1386,2020,11,2,62,4.0
2663,1985,2021,1,2,139,3.0
2664,51,2022,5,4,13,4.0
2665,477,2021,7,3,48,5.0
2666,525,2024,3,3,46,4.0
2667,511,2024,8,5,105,5.0
2668,928,2021,5,5,91,4.0
2669,1746,2020,1,1,71,2.0
2670,62,2024,8,4,39,3.0
2671,1632,2023,1,2,77,4.0
2672,1236,2023,3,4,41,2.0
2673,1231,2021,2,2,75,4.0
2674,1357,2021,1,1,51,3.0
2675,231,2020,5,5,134,4.0
2676,1494,2021,11,3,112,3.0
2677,497,2022,4,2,27,5.0
2678,1034,2019,3,4,142,3.0
2679,1354,2022,10,2,99,4.0
2680,1208,2022,12,1,53,2.0
2681,647,2024,4,2,80,3.0
2682,793,2019,1,4,30,2.0
2683,954,2020,10,3,8,4.0
2684,83,2021,8,3,64,3.0
2685,1453,2024,12,3,118,3.0
2686,200,2020,8,3,53,4.0
2687,918,2024,12,2,58,2.0
2688,1310,2024,2,1,149,2.0
2689,161,2019,2,2,149,4.0
2690,1992,2021,8,4,70,1.0
2691,755,2020,9,4,7,5.0
2692,32,2021,5,2,102,
2693,1318,2024,6,2,108,3.0
2694,1116,2021,5,3,138,3.0
2695,1281,2022,1,1,143,4.0
2696,1503,2019,11,3,95,3.0
2697,952,2022,11,3,17,2.0
2698,1654,2021,12,3,38,3.0
2699,741,2024,7,1,108,5.0
2700,1091,2023,3,5,92,4.0
2701,318,2020,5,2,66,4.0
2702,1240,2022,9,1,61,4.0
2703,524,2021,3,2,107,5.0
2704,1394,2021,2,4,64,1.0
2705,1603,2021,12,4,24,3.0
2706,1718,2023,1,3,147,4.0
2707,1859,2020,8,3,53,4.0
2708,245,2019,2,3,42,2.0
2709,276,2020,1,1,11,2.0
2710,1853,2023,8,2,71,5.0
2711,762,2020,3,2,148,3.0
2712,53,2019,9,3,24,4.0
2713,574,2021,10,3,37,5.0
2714,1673,2024,7,5,27,4.0
2715,710,2024,3,3,15,4.0
2716,154,2024,12,3,91,4.0
2717,1445,2023,5,5,45,3.0
2718,390,2023,10,2,113,3.0
2719,706,2023,3,3,61,5.0
2720,8,2019,2,4,96,4.0
2721,1204,2021,9,3,14,3.0
2722,891,2022,3,4,50,4.0
2723,1735,2021,7,3,63,1.0
2724,669,2023,8,5,9,5.0
2725,410,2024,2,1,63,4.0
2726,332,2022,4,4,71,3.0
2727,401,2019,3,2,61,4.0
2728,903,2021,1,1,76,5.0
2729,175,2020,12,1,120,3.0
2730,805,2021,1,3,116,3.0
2731,1710,2020,10,2,3,2.0
2732,1536,2019,5,1,97,3.0
2733,1275,2020,4,3,136,4.0
2734,1787,2021,7,3,131,4.0
2735,1561,2019,11,2,49,5.0
2736,1306,2019,8,3,118,3.0
2737,1727,2020,1,4,121,2.0
2738,249,2022,10,4,55,4.0
2739,1637,2022,0,3,131,3.0
2740,591,2021,12,4,95,3.0
2741,1467,2022,3,4,113,3.0
2742,1827,2020,11,2,113,4.0
2743,993,2023,5,1,118,
2744,178,2019,5,1,144,2.0
2745,741,2019,8,3,129,3.0
2746,814,2024,7,5,64,3.0
2747,1874,2021,3,1,85,4.0
2748,1886,2022,3,3,98,3.0
2749,1137,2021,8,2,129,5.0
2750,1902,2022,12,3,59,3.0
2751,873,2023,3,4,47,4.0
2752,823,2023,7,4,111,4.0
2753,1674,2020,4,5,144,4.0
2754,1335,2022,3,3,137,1.0
2755,1045,2023,10,3,23,3.0
2756,914,2021,9,4,138,3.0
2757,1412,2021,6,3,119,2.0
2758,1507,2022,6,5,24,1.0
2759,982,2022,6,2,1,3.0
2760,64,2020,12,1,31,3.0
2761,204,2024,12,1,140,4.0
2762,289,2022,1,4,114,2.0
2763,925,2022,10,1,87,4.0
2764,1229,2020,5,4,95,4.0
2765,1608,2023,8,3,62,5.0
2766,466,2024,12,3,136,4.0
2767,1574,2023,6,4,24,5.0
2768,1333,2022,6,3,48,3.0
2769,104,2022,8,1,31,3.0
2770,703,2020,4,3,128,4.0
2771,606,2019,4,5,82,4.0
2772,1774,2022,8,1,103,2.0
2773,1843,2020,3,2,138,5.0
2774,1639,2019,8,4,30,4.0
2775,1057,2023,3,1,145,4.0
2776,986,2021,2,1,19,4.0
2777,623,2024,2,4,114,3.0
2778,1546,2024,4,4,106,2.0
2779,173,2019,2,2,124,4.0
2780,543,2023,4,5,24,4.0
2781,271,2021,6,4,144,4.0
2782,989,2023,3,1,120,5.0
2783,600,2019,7,3,17,3.0
2784,395,2021,5,4,84,3.0
2785,753,2022,1,3,123,4.0
2786,1722,2021,5,3,72,3.0
2787,1117,2022,1,3,58,3.0
2788,1647,2019,9,2,42,5.0
2789,1828,2019,6,3,78,3.0
2790,1805,2022,8,2,148,3.0
2791,703,2021,2,4,92,4.0
2792,1755,2022,6,2,109,2.0
2793,1819,2021,10,1,117,4.0
2794,1920,2019,3,1,117,3.0
2795,703,2023,12,4,61,4.0
2796,457,2019,6,3,116,4.0
2797,1169,2023,2,2,50,3.0
2798,1864,2019,3,3,88,4.0
2799,1802,2024,6,3,46,4.0
2800,1143,2020,12,4,141,3.0
2801,299,2024,6,2,110,4.0
2802,845,2019,3,2,88,4.0
2803,1429,2021,5,4,68,5.0
2804,1121,2021,11,3,79,3.0
2805,691,2019,12,3,117,5.0
2806,686,2021,8,2,42,4.0
2807,120,2020,11,4,125,4.0
2808,578,2021,10,5,43,2.0
2809,1339,2021,6,3,22,5.0
2810,483,2020,11,1,111,4.0
2811,1987,2023,1,1,107,5.0
2812,165,2022,10,2,51,5.0
2813,1178,2024,7,3,98,2.0
2814,994,2023,8,3,110,5.0
2815,1667,2020,12,3,119,3.0
2816,1776,2020,4,2,143,4.0
2817,1087,2024,3,2,129,4.0
2818,1261,2020,8,5,66,3.0
2819,1398,2019,9,2,35,3.0
2820,1042,2022,1,5,15,4.0
2821,370,2024,6,3,87,3.0
2822,858,2020,5,1,100,4.0
2823,484,2022,10,3,104,5.0
2824,929,2021,11,5,2,2.0
2825,1231,2021,2,4,106,3.0
2826,419,2021,7,2,119,4.0
2827,499,2019,9,1,109,3.0
2828,1646,2021,4,3,79,2.0
2829,756,2020,12,1,3,1.0
2830,397,2023,11,2,74,3.0
2831,1427,2020,3,5,97,5.0
2832,1434,2024,1,3,86,3.0
2833,1653,2019,7,4,87,4.0
2834,1520,2021,11,3,78,3.0
2835,1984,2020,9,2,83,5.0
2836,1150,2021,10,2,49,4.0
2837,574,2023,9,4,91,3.0
2838,1726,2024,2,3,43,4.0
2839,530,2023,1,3,74,4.0
2840,583,2022,1,2,63,2.0
2841,1657,2022,12,2,108,4.0
2842,1764,2024,12,1,135,3.0
2843,679,2024,11,2,95,3.0
2844,1459,2023,1,4,21,4.0
2845,1845,2019,11,4,101,2.0
2846,1598,2020,12,4,49,5.0
2847,10,2020,10,4,8,4.0
2848,1330,2020,6,3,29,3.0
2849,340,2024,2,2,150,4.0
2850,1693,2019,5,3,65,3.0
2851,135,2024,3,1,31,2.0
2852,1987,2023,8,4,21,4.0
2853,355,2022,11,4,98,5.0
2854,841,2020,6,3,115,2.0
2855,469,2020,1,2,53,5.0
2856,1628,2023,5,2,16,4.0
2857,787,2023,10,1,54,4.0
2858,1490,2022,8,2,100,4.0
2859,135,2022,1,5,18,4.0
2860,906,2023,5,1,41,5.0
2861,1823,2023,5,5,1,4.0
2862,1854,2023,1,3,71,4.0
2863,418,2020,5,3,26,5.0
2864,789,2019,10,1,30,4.0
2865,819,2021,2,1,17,3.0
2866,1131,2021,7,3,110,3.0
2867,1075,2021,8,3,74,3.0
2868,212,2022,9,3,143,5.0
2869,1526,2024,4,2,60,4.0
2870,452,2023,7,1,34,3.0
2871,630,2023,9,2,31,2.0
2872,1682,2023,8,4,143,3.0
2873,1380,2021,11,3,89,5.0
2874,794,2022,3,2,49,3.0
2875,1825,2021,2,4,99,4.0
2876,789,2023,12,1,84,3.0
2877,1131,2024,9,4,18,4.0
2878,492,2021,6,3,106,
2879,367,2023,7,4,18,4.0
2880,984,2019,12,1,30,1.0
2881,1127,2021,11,4,107,4.0
2882,1612,2024,10,4,67,3.0
2883,782,2023,8,2,34,4.0
2884,1791,2022,9,1,11,3.0
2885,1215,2020,7,4,90,5.0
2886,141,2023,6,3,105,4.0
2887,1479,2024,9,3,31,3.0
2888,1150,2021,1,1,63,4.0
2889,779,2023,10,2,52,4.0
2890,935,2022,4,4,134,3.0
2891,604,2021,7,2,119,2.0
2892,1229,2020,8,1,42,3.0
2893,1134,2022,4,2,78,4.0
2894,895,2021,4,4,139,4.0
2895,571,2022,3,2,52,3.0
2896,798,2019,2,3,22,4.0
2897,996,2021,11,3,45,4.0
2898,944,2023,7,2,92,3.0
2899,619,2024,9,1,149,3.0
2900,1164,2020,2,2,47,4.0
2901,454,2022,11,2,9,5.0
2902,1002,2020,4,5,28,4.0
2903,244,2023,6,4,62,5.0
2904,945,2021,7,4,15,5.0
2905,1568,2023,9,4,6,3.0
2906,1636,2021,2,1,99,4.0
2907,1390,2020,11,4,124,4.0
2908,1492,2022,2,3,35,4.0
2909,132,2022,8,4,79,3.0
2910,683,2023,3,5,86,3.0
2911,1309,2023,12,2,101,5.0
2912,1602,2023,8,3,147,4.0
2913,1166,2024,12,2,133,4.0
2914,1708,2021,12,4,48,4.0
2915,547,2022,4,2,147,5.0
2916,307,2021,3,2,6,5.0
2917,173,2022,2,4,145,3.0
2918,1166,2019,9,1,22,5.0
2919,1331,2024,1,3,18,4.0
2920,571,2022,3,3,18,4.0
2921,1568,2022,11,3,19,5.0
2922,1479,2024,8,1,70,4.0
2923,721,2021,6,1,97,2.0
2924,478,2021,2,3,112,4.0
2925,1485,2022,11,3,3,4.0
2926,1343,2024,11,5,45,2.0
2927,342,2020,1,4,20,5.0
2928,511,2019,9,3,22,4.0
2929,972,2019,4,2,112,4.0
2930,1023,2023,9,5,97,5.0
2931,332,2019,4,2,32,2.0
2932,1898,2023,1,5,46,5.0
2933,778,2024,10,5,139,4.0
2934,763,2023,11,5,87,3.0
2935,122,2020,9,2,36,5.0
2936,1752,2022,2,1,141,2.0
2937,471,2021,6,3,30,3.0
2938,1974,2019,7,3,44,5.0
2939,993,2020,10,2,104,4.0
2940,1750,2023,10,3,77,3.0
2941,359,2022,11,3,11,2.0
2942,332,2021,8,2,122,4.0
2943,1603,2023,12,2,35,4.0
2944,1640,2022,10,3,104,3.0
2945,1087,2024,3,1,51,4.0
2946,65,2019,9,3,113,4.0
2947,1888,2020,2,4,135,3.0
2948,787,2020,10,4,116,3.0
2949,1872,2021,3,4,139,2.0
2950,1742,2024,4,3,81,4.0
2951,1703,2021,7,4,10,4.0
2952,1378,2020,5,3,81,3.0
2953,1347,2019,8,4,70,3.0
2954,1066,2021,7,1,108,5.0
2955,50,2020,8,4,38,4.0
2956,776,2020,8,1,105,4.0
2957,1462,2019,3,1,67,
2958,1625,2022,9,3,101,3.0
2959,1120,2023,12,1,63,5.0
2960,1420,2023,7,2,58,1.0
2961,44,2019,8,4,33,3.0
2962,937,2024,9,3,125,3.0
2963,1016,2022,2,4,11,4.0
2964,1785,2022,2,4,36,4.0
2965,623,2024,7,3,65,3.0
2966,460,2020,5,5,24,3.0
2967,705,2022,9,2,138,2.0
2968,341,2019,11,1,52,4.0
2969,1117,2021,10,2,37,4.0
2970,1286,2020,3,4,39,3.0
2971,1603,2020,4,1,29,2.0
2972,1944,2022,2,3,100,4.0
2973,148,2019,2,3,73,5.0
2974,495,2024,9,4,35,3.0
2975,602,2020,9,4,131,5.0
2976,500,2019,3,2,99,4.0
2977,1655,2021,9,2,61,4.0
